Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765647491,50,,Aggregated,15.200000,0.000000,8,9,12,21,29,36,37,38,47,47,47,217,0,8,12.843340728135201,6.933323999874119,47.069795000425074,83.12442396313364
1765647492,50,,Aggregated,17.100000,0.000000,8,9,11,17,28,35,37,38,47,47,47,238,0,8,12.377935907589293,6.408054000530683,47.069795000425074,83.1470588235294
1765647493,50,,Aggregated,19.100000,0.000000,8,8,10,13,27,33,37,38,47,47,47,268,0,8,11.893389085846355,6.408054000530683,47.069795000425074,83.14179104477611
1765647494,50,,Aggregated,20.300000,0.000000,8,8,10,12,26,33,37,38,47,47,47,291,0,8,11.591883969103135,6.408054000530683,47.069795000425074,83.14432989690722
1765647495,50,,Aggregated,21.600000,0.000000,8,8,10,11,26,33,37,38,47,47,47,314,0,8,11.30382965607603,6.408054000530683,47.069795000425074,83.14331210191082
1765647496,50,,Aggregated,23.100000,0.000000,8,8,9,10,25,31,37,38,47,47,47,343,0,8,11.018124830924728,6.408054000530683,47.069795000425074,83.14577259475219
1765647497,50,,Aggregated,23.600000,0.000000,8,8,9,10,24,31,37,38,47,47,47,362,0,8,10.862845906103757,6.408054000530683,47.069795000425074,83.14364640883979
1765647498,50,,Aggregated,24.600000,0.000000,8,8,9,10,23,29,37,38,47,47,47,390,0,8,10.60606939232597,6.408054000530683,47.069795000425074,83.14871794871794
1765647499,50,,Aggregated,24.800000,0.000000,8,8,9,10,23,29,36,37,47,47,47,416,0,8,10.47017750963164,6.408054000530683,47.069795000425074,83.1514423076923
1765647500,50,,Aggregated,24.500000,0.000000,8,8,9,10,21,29,36,37,47,47,47,437,0,8,10.356941107571107,6.408054000530683,47.069795000425074,83.15789473684211
1765647501,50,,Aggregated,24.500000,0.000000,8,8,8,10,17,28,36,37,47,47,47,461,0,8,10.232137856852253,6.408054000530683,47.069795000425074,83.16702819956616
1765647502,50,,Aggregated,24.800000,0.000000,8,8,8,9,16,28,36,37,47,47,47,490,0,8,10.066996740830774,6.388723999407375,47.069795000425074,83.17755102040816
1765647503,50,,Aggregated,24.300000,0.000000,8,8,8,9,14,27,36,37,47,47,47,516,0,8,9.93988998645413,6.388723999407375,47.069795000425074,83.17248062015504
1765647504,50,,Aggregated,24.400000,0.000000,8,8,8,9,13,27,36,37,47,47,47,535,0,8,9.875661936467479,6.388723999407375,47.069795000425074,83.17570093457944
1765647505,50,,Aggregated,25.100000,0.000000,8,8,8,9,13,26,35,37,47,47,47,566,0,8,9.814366690836465,6.388723999407375,47.069795000425074,83.17491166077738
